occ_code,writing_intensity,social_perceptiveness,physical_manual,creativity_originality,tool_technology
11-1011,0.8888888888888888,0.9108527131782945,0.07364341085271318,0.9748062015503876,0.7803617571059431
11-1021,0.7848837209302325,0.661498708010336,0.24289405684754523,0.7338501291989664,0.6724806201550387
11-2011,0.6363049095607235,0.7474160206718347,0.11369509043927649,0.9476744186046512,0.8527131782945736
11-2021,0.44638242894056845,0.7571059431524548,0.05167958656330749,0.9560723514211886,0.8372093023255814
11-2022,0.7054263565891473,0.8824289405684754,0.03488372093023256,0.9308785529715762,0.6524547803617571
11-2033,0.8217054263565892,0.7648578811369509,0.08914728682170543,0.8255813953488372,0.7764857881136951
11-3012,0.9198966408268734,0.6996124031007752,0.3850129198966408,0.6498708010335917,0.5251937984496124
11-3013,0.7751937984496124,0.7906976744186046,0.5129198966408268,0.8126614987080103,0.5904392764857881
11-3021,0.6272609819121447,0.3863049095607235,0.2532299741602067,0.7558139534883721,0.9799741602067183
11-3031,0.6091731266149871,0.5361757105943152,0.059431524547803614,0.7170542635658915,0.7952196382428941
11-3051,0.7093023255813954,0.4289405684754522,0.4483204134366925,0.6795865633074936,0.8359173126614987
11-3061,0.8359173126614987,0.7887596899224806,0.05167958656330749,0.9076227390180879,0.8578811369509044
11-3071,0.6808785529715762,0.599483204134367,0.18863049095607234,0.7674418604651163,0.7512919896640827
11-3111,0.877906976744186,0.5562015503875969,0.01744186046511628,0.7028423772609819,0.7131782945736435
11-3121,0.9354005167958657,0.8527131782945736,0.09302325581395349,0.9140826873385013,0.7635658914728682
11-3131,0.810077519379845,0.520671834625323,0.10981912144702842,0.9677002583979328,0.8236434108527132
11-9013,0.6027131782945736,0.5891472868217055,0.661498708010336,0.8152454780361758,0.45671834625323
11-9021,0.8688630490956072,0.6905684754521964,0.45478036175710596,0.7286821705426356,0.49160206718346255
11-9031,0.9160206718346253,0.962532299741602,0.31007751937984496,0.7868217054263565,0.4186046511627907
11-9032,0.9974160206718347,0.9870801033591732,0.20930232558139536,0.9748062015503876,0.6782945736434108
11-9033,0.8423772609819121,0.6782945736434108,0.037467700258397935,0.9651162790697675,0.5290697674418605
11-9041,0.6589147286821705,0.4838501291989664,0.33462532299741604,0.9198966408268734,0.9056847545219638
11-9051,0.4082687338501292,0.712532299741602,0.582687338501292,0.5839793281653747,0.28940568475452194
11-9071,0.6744186046511628,0.6944444444444444,0.3055555555555556,0.5232558139534884,0.6091731266149871
11-9072,0.7312661498708011,0.9476744186046512,0.3578811369509044,0.9289405684754521,0.49806201550387597
11-9081,0.8688630490956072,0.9263565891472868,0.3888888888888889,0.8869509043927648,0.7764857881136951
11-9111,0.9780361757105943,0.8546511627906976,0.18087855297157623,0.7512919896640827,0.915374677002584
11-9121,0.8798449612403101,0.5943152454780362,0.20284237726098192,0.7015503875968992,0.8591731266149871
11-9131,0.7797157622739018,0.7545219638242894,0.28811369509043927,0.5807493540051679,0.8158914728682171
11-9141,0.6976744186046512,0.7015503875968992,0.09560723514211886,0.5406976744186046,0.49160206718346255
11-9151,0.9250645994832042,0.9031007751937985,0.21705426356589147,0.917312661498708,0.7971576227390181
11-9161,0.9715762273901809,0.9702842377260982,0.3268733850129199,0.9231266149870802,0.6266149870801033
11-9171,0.8656330749354005,0.9935400516795866,0.4315245478036176,0.7655038759689923,0.6524547803617571
11-9179,0.7054263565891473,0.8850129198966409,0.4198966408268734,0.8217054263565892,0.6156330749354005
11-9199,0.874031007751938,0.7299741602067183,0.268733850129199,0.6782945736434108,0.7816537467700259
13-1011,0.4935400516795866,0.6266149870801033,0.05555555555555555,0.7835917312661499,0.39728682170542634
13-1021,0.5142118863049095,0.6291989664082688,0.26356589147286824,0.6188630490956072,0.458656330749354
13-1022,0.40568475452196384,0.4760981912144703,0.2868217054263566,0.5891472868217055,0.6472868217054264
13-1023,0.9069767441860465,0.6537467700258398,0.08397932816537468,0.6162790697674418,0.7067183462532299
13-1031,0.8191214470284238,0.7971576227390181,0.13953488372093023,0.3365633074935401,0.9127906976744186
13-1032,0.8294573643410853,0.8036175710594315,0.32558139534883723,0.2777777777777778,0.6117571059431525
13-1041,0.9198966408268734,0.727390180878553,0.27648578811369506,0.5478036175710594,0.7467700258397932
13-1051,0.5645994832041343,0.31136950904392763,0.04521963824289406,0.6130490956072352,0.7067183462532299
13-1071,0.9935400516795866,0.7403100775193798,0.12532299741602068,0.46188630490956073,0.8158914728682171
13-1074,0.2771317829457364,0.15439276485788114,0.34366925064599485,0.011627906976744186,0.1434108527131783
13-1075,0.6925064599483204,0.6253229974160207,0.012919896640826873,0.7758397932816538,0.31330749354005166
13-1081,0.6304909560723514,0.4967700258397933,0.1421188630490956,0.8320413436692506,0.9237726098191215
13-1111,0.8552971576227391,0.7764857881136951,0.07751937984496124,0.9056847545219638,0.8785529715762274
13-1121,0.8578811369509044,0.9056847545219638,0.46511627906976744,0.9308785529715762,0.7009043927648578
13-1131,0.7771317829457365,0.8888888888888888,0.04263565891472868,0.9347545219638242,0.727390180878553
13-1141,0.6065891472868217,0.458656330749354,0.10465116279069768,0.563953488372093,0.6156330749354005
13-1151,0.7189922480620154,0.6815245478036176,0.11627906976744186,0.9250645994832042,0.6563307493540051
13-1161,0.6950904392764858,0.4018087855297158,0.03617571059431524,0.9444444444444444,0.9470284237726099
13-1199,0.7919896640826873,0.5968992248062015,0.16149870801033592,0.7855297157622739,0.8863049095607235
13-2011,0.8591731266149871,0.520671834625323,0.04392764857881137,0.49870801033591733,0.8714470284237726
13-2022,0.872093023255814,0.520671834625323,0.3016795865633075,0.39599483204134367,0.5975452196382429
13-2023,0.7241602067183462,0.25,0.1731266149870801,0.2351421188630491,0.686046511627907
13-2031,0.5465116279069767,0.23901808785529716,0.12403100775193798,0.5406976744186046,0.8255813953488372
13-2041,0.43669250645994834,0.18992248062015504,0.06459948320413436,0.31912144702842377,0.537467700258398
13-2052,0.7958656330749354,0.8591731266149871,0.002583979328165375,0.6350129198966409,0.7667958656330749
13-2053,0.7454780361757106,0.46188630490956073,0.08656330749354005,0.44896640826873385,0.689922480620155
13-2061,0.7990956072351422,0.4528423772609819,0.015503875968992248,0.3766149870801034,0.5452196382428941
13-2071,0.9392764857881137,0.7448320413436692,0.08204134366925064,0.5697674418604651,0.7338501291989664
13-2072,0.7054263565891473,0.6815245478036176,0.13178294573643412,0.3649870801033592,0.7667958656330749
13-2081,0.6627906976744186,0.8733850129198967,0.1834625322997416,0.28294573643410853,0.8081395348837209
13-2082,0.5445736434108527,0.5645994832041343,0.08527131782945736,0.3546511627906977,0.6950904392764858
13-2099,0.6518087855297158,0.39147286821705424,0.0917312661498708,0.7138242894056848,0.896640826873385
15-1211,0.6550387596899225,0.45478036175710596,0.2713178294573643,0.8998708010335917,0.9883720930232558
15-1212,0.7571059431524548,0.11886304909560723,0.25064599483204136,0.6453488372093024,0.9612403100775194
15-1221,0.6272609819121447,0.42248062015503873,0.2616279069767442,0.9767441860465116,0.9961240310077519
15-1231,0.375968992248062,0.2751937984496124,0.42377260981912146,0.5077519379844961,0.9547803617571059
15-1232,0.7189922480620154,0.37532299741602065,0.4664082687338501,0.6350129198966409,0.9392764857881137
15-1241,0.6149870801033591,0.35658914728682173,0.38372093023255816,0.6679586563307494,0.9844961240310077
15-1242,0.40310077519379844,0.19573643410852712,0.16666666666666666,0.686046511627907,0.9832041343669251
15-1243,0.4043927648578811,0.11757105943152454,0.06976744186046512,0.7428940568475452,0.9935400516795866
15-1244,0.3733850129198966,0.17700258397932817,0.43281653746770027,0.6983204134366925,0.9922480620155039
15-1251,0.3953488372093023,0.17829457364341086,0.19638242894056848,0.7758397932816538,1.0
15-1252,0.4631782945736434,0.09431524547803617,0.11886304909560723,0.8410852713178295,0.9987080103359173
15-1253,0.665374677002584,0.13695090439276486,0.1343669250645995,0.686046511627907,0.9896640826873385
15-1254,0.38242894056847543,0.18604651162790697,0.17958656330749354,0.849483204134367,0.9948320413436692
15-1255,0.458656330749354,0.20930232558139536,0.14728682170542637,0.9967700258397932,0.9974160206718347
15-1299,0.6912144702842378,0.36046511627906974,0.2222222222222222,0.7157622739018088,0.9715762273901809
15-2011,0.4657622739018088,0.21705426356589147,0.0103359173126615,0.6130490956072352,0.9218346253229974
15-2021,0.5310077519379846,0.10335917312661498,0.02454780361757106,0.9819121447028424,0.8940568475452196
15-2031,0.5775193798449613,0.27648578811369506,0.041343669250646,0.9276485788113695,0.9412144702842378
15-2041,0.6091731266149871,0.23191214470284238,0.056847545219638244,0.789405684754522,0.9651162790697675
15-2051,0.6821705426356589,0.23708010335917312,0.027131782945736434,0.6834625322997416,0.9509043927648578
15-2099,0.5038759689922481,0.09819121447028424,0.10723514211886305,0.7835917312661499,0.9799741602067183
17-1011,0.8630490956072352,0.687984496124031,0.21382428940568476,0.9883720930232558,0.9127906976744186
17-1012,0.5710594315245479,0.6925064599483204,0.21124031007751937,0.9896640826873385,0.6266149870801033
17-1021,0.6272609819121447,0.601421188630491,0.3152454780361757,0.6912144702842378,0.8695090439276486
17-1022,0.8552971576227391,0.46382428940568476,0.537467700258398,0.6085271317829457,0.8604651162790697
17-2011,0.7390180878552972,0.146640826873385,0.1524547803617571,0.9102067183462532,0.9819121447028424
17-2021,0.8307493540051679,0.4528423772609819,0.37467700258397935,0.9102067183462532,0.962532299741602
17-2031,0.7797157622739018,0.32558139534883723,0.35335917312661497,0.9528423772609819,0.9909560723514211
17-2041,0.3695090439276486,0.12790697674418605,0.17700258397932817,0.8081395348837209,0.9664082687338501
17-2051,0.7080103359173127,0.5516795865633075,0.12209302325581395,0.8578811369509044,0.9328165374677002
17-2061,0.6589147286821705,0.14082687338501293,0.3055555555555556,0.9037467700258398,0.9741602067183462
17-2071,0.8908268733850129,0.31330749354005166,0.30749354005167956,0.8443152454780362,0.9534883720930233
17-2072,0.5348837209302325,0.3268733850129199,0.4018087855297158,0.8294573643410853,0.9780361757105943
17-2081,0.7267441860465116,0.6130490956072352,0.14599483204134367,0.8979328165374677,0.7215762273901809
17-2111,0.7545219638242894,0.524547803617571,0.20671834625322996,0.7984496124031008,0.8746770025839793
17-2112,0.7661498708010336,0.26744186046511625,0.29844961240310075,0.810077519379845,0.9341085271317829
17-2121,0.7189922480620154,0.4412144702842377,0.48320413436692505,0.8656330749354005,0.9250645994832042
17-2131,0.7571059431524548,0.40633074935400515,0.3423772609819121,0.8959948320413437,0.917312661498708
17-2141,0.6447028423772609,0.2144702842377261,0.31718346253229973,0.9231266149870802,0.9767441860465116
17-2151,0.8856589147286822,0.3456072351421189,0.12661498708010335,0.8565891472868217,0.9728682170542635
17-2161,0.7112403100775194,0.26098191214470284,0.22609819121447028,0.8695090439276486,0.9521963824289406
17-2171,0.7009043927648578,0.42764857881136953,0.06589147286821706,0.917312661498708,0.915374677002584
17-2199,0.6537467700258398,0.3152454780361757,0.3643410852713178,0.8940568475452196,0.9689922480620154
17-3011,0.481266149870801,0.2409560723514212,0.2739018087855297,0.8217054263565892,0.9599483204134367
17-3012,0.5478036175710594,0.23191214470284238,0.29457364341085274,0.47997416020671835,0.9457364341085271
17-3013,0.4573643410852713,0.12467700258397933,0.28552971576227393,0.813953488372093,0.9560723514211886
17-3021,0.5691214470284238,0.22674418604651161,0.5452196382428941,0.5361757105943152,0.9198966408268734
17-3022,0.5400516795865633,0.41537467700258396,0.23385012919896642,0.5930232558139535,0.8456072351421189
17-3023,0.5277777777777778,0.3081395348837209,0.6052971576227391,0.6498708010335917,0.8804909560723514
17-3024,0.48578811369509045,0.17958656330749354,0.9102067183462532,0.6453488372093024,0.9638242894056848
17-3025,0.4160206718346253,0.32041343669250644,0.5452196382428941,0.47997416020671835,0.7990956072351422
17-3026,0.5426356589147286,0.27002583979328165,0.6111111111111112,0.7596899224806202,0.9354005167958657
17-3027,0.5568475452196382,0.27002583979328165,0.7209302325581395,0.661498708010336,0.9011627906976745
17-3029,0.6046511627906976,0.3165374677002584,0.6589147286821705,0.4315245478036176,0.8036175710594315
17-3031,0.520671834625323,0.14082687338501293,0.4392764857881137,0.417312661498708,0.9082687338501292
19-1011,0.7609819121447028,0.624031007751938,0.28165374677002586,0.917312661498708,0.8921188630490956
19-1012,0.9043927648578811,0.39664082687338503,0.39341085271317827,0.9476744186046512,0.5917312661498708
19-1013,0.8152454780361758,0.5439276485788114,0.42118863049095606,0.937984496124031,0.9043927648578811
19-1021,0.9922480620155039,0.3481912144702842,0.43669250645994834,0.9832041343669251,0.9412144702842378
19-1022,0.9237726098191215,0.3791989664082687,0.4405684754521964,0.8281653746770026,0.8559431524547804
19-1023,0.8462532299741602,0.8242894056847545,0.375968992248062,0.8113695090439277,0.8875968992248062
19-1029,0.9056847545219638,0.4470284237726098,0.313953488372093,0.9599483204134367,0.9289405684754521
19-1031,0.7635658914728682,0.8126614987080103,0.45219638242894056,0.789405684754522,0.6847545219638242
19-1032,0.9689922480620154,0.7312661498708011,0.5490956072351422,0.6388888888888888,0.7067183462532299
19-1041,0.8908268733850129,0.7512919896640827,0.025839793281653745,0.9728682170542635,0.7131782945736435
19-1042,0.8113695090439277,0.18992248062015504,0.2842377260981912,0.8630490956072352,0.8294573643410853
19-2011,0.7467700258397932,0.4186046511627907,0.1640826873385013,0.9580103359173127,0.9483204134366925
19-2012,0.7312661498708011,0.3817829457364341,0.1343669250645995,0.9857881136950905,0.9870801033591732
19-2021,0.5852713178294574,0.4560723514211886,0.09948320413436693,0.7370801033591732,0.9102067183462532
19-2031,0.7487080103359173,0.17054263565891473,0.520671834625323,0.6227390180878553,0.7009043927648578
19-2032,0.6937984496124031,0.3062015503875969,0.25193798449612403,0.8372093023255814,0.8217054263565892
19-2041,0.7131782945736435,0.5064599483204134,0.15762273901808785,0.7312661498708011,0.8901808785529716
19-2042,0.7648578811369509,0.49224806201550386,0.32170542635658916,0.849483204134367,0.8436692506459949
19-2043,0.6731266149870802,0.4095607235142119,0.3992248062015504,0.8410852713178295,0.8953488372093024
19-2099,0.8333333333333334,0.30103359173126615,0.25452196382428943,0.9018087855297158,0.975452196382429
19-3011,0.5930232558139535,0.27906976744186046,0.0012919896640826874,0.851421188630491,0.8772609819121447
19-3022,0.937984496124031,0.5439276485788114,0.05167958656330749,0.8023255813953488,0.958656330749354
19-3032,0.877906976744186,0.6498708010335917,0.00516795865633075,0.9366925064599483,0.9496124031007752
19-3033,0.9838501291989664,0.9263565891472868,0.006459948320413436,0.8901808785529716,0.3856589147286822
19-3034,0.646640826873385,0.6763565891472868,0.021963824289405683,0.6059431524547804,0.38113695090439276
19-3039,0.9883720930232558,0.9366925064599483,0.21124031007751937,0.665374677002584,0.7235142118863049
19-3041,0.8397932816537468,0.6589147286821705,0.00904392764857881,0.8462532299741602,0.7667958656330749
19-3051,0.686046511627907,0.8391472868217055,0.01937984496124031,0.8959948320413437,0.6698966408268734
19-3091,0.9715762273901809,0.6072351421188631,0.24483204134366926,0.8914728682170543,0.6266149870801033
19-3092,0.8036175710594315,0.5083979328165374,0.13695090439276486,0.7816537467700259,0.8662790697674418
19-3093,0.9031007751937985,0.5155038759689923,0.12209302325581395,0.563953488372093,0.5749354005167958
19-3094,0.7364341085271318,0.5264857881136951,0.01744186046511628,0.8055555555555556,0.5807493540051679
19-3099,0.7887596899224806,0.6731266149870802,0.05813953488372093,0.9580103359173127,0.8843669250645995
19-4012,0.5297157622739018,0.458656330749354,0.6537467700258398,0.5917312661498708,0.6007751937984496
19-4013,0.7571059431524548,0.20219638242894056,0.39018087855297157,0.2441860465116279,0.5025839793281653
19-4021,0.6065891472868217,0.15051679586563307,0.5193798449612403,0.5303617571059431,0.7952196382428941
19-4031,0.8178294573643411,0.1124031007751938,0.6518087855297158,0.45219638242894056,0.7338501291989664
19-4042,0.8552971576227391,0.481266149870801,0.5090439276485789,0.44315245478036175,0.5878552971576227
19-4043,0.5568475452196382,0.12467700258397933,0.5322997416020672,0.3733850129198966,0.772609819121447
19-4051,0.6705426356589147,0.20025839793281655,0.5878552971576227,0.4198966408268734,0.5943152454780362
19-4061,0.7848837209302325,0.30426356589147285,0.07622739018087855,0.5697674418604651,0.9431524547803618
19-4071,0.4483204134366925,0.7164082687338501,0.7674418604651163,0.5768733850129198,0.7512919896640827
19-4092,0.9289405684754521,0.7622739018087855,0.5310077519379846,0.39276485788113696,0.46124031007751937
19-4099,0.5742894056847545,0.07816537467700259,0.42248062015503873,0.5768733850129198,0.8824289405684754
19-5011,0.9599483204134367,0.7428940568475452,0.41214470284237725,0.627906976744186,0.8204134366925064
19-5012,0.8074935400516796,0.5697674418604651,0.3798449612403101,0.6369509043927648,0.8107235142118863
21-1011,0.9502583979328165,0.9496124031007752,0.28165374677002586,0.8055555555555556,0.8268733850129198
21-1012,0.8630490956072352,0.9476744186046512,0.030361757105943153,0.789405684754522,0.6195090439276486
21-1013,0.9677002583979328,0.9612403100775194,0.046511627906976744,0.8552971576227391,0.4444444444444444
21-1014,0.9948320413436692,0.9987080103359173,0.1111111111111111,0.9263565891472868,0.5025839793281653
21-1015,0.8688630490956072,0.9224806201550387,0.17054263565891473,0.6944444444444444,0.5645994832041343
21-1021,0.9819121447028424,0.9961240310077519,0.20025839793281655,0.7655038759689923,0.6065891472868217
21-1022,0.8475452196382429,0.9909560723514211,0.18733850129198967,0.7629198966408268,0.5452196382428941
21-1023,0.8979328165374677,0.9444444444444444,0.15633074935400518,0.9457364341085271,0.6815245478036176
21-1091,0.9127906976744186,0.9883720930232558,0.330749354005168,0.853359173126615,0.6195090439276486
21-1092,0.8688630490956072,0.8669250645994832,0.3281653746770026,0.4754521963824289,0.6156330749354005
21-1093,0.9315245478036176,0.9076227390180879,0.24741602067183463,0.7054263565891473,0.6350129198966409
21-1094,0.9612403100775194,1.0,0.46770025839793283,0.6963824289405685,0.6498708010335917
21-2011,0.5277777777777778,0.875968992248062,0.08785529715762273,0.9405684754521964,0.34108527131782945
21-2021,0.6782945736434108,0.9806201550387597,0.17183462532299743,0.8837209302325582,0.7067183462532299
23-1011,0.9534883720930233,0.8191214470284238,0.08010335917312661,0.9328165374677002,0.5109819121447028
23-1012,0.5219638242894057,0.146640826873385,0.03229974160206718,0.5038759689922481,0.5348837209302325
23-1021,0.9334625322997416,0.6563307493540051,0.10594315245478036,0.4689922480620155,0.4186046511627907
23-1022,0.7512919896640827,0.3281653746770026,0.03875968992248062,0.6731266149870802,0.3210594315245478
23-1023,0.9412144702842378,0.7351421188630491,0.011627906976744186,0.5264857881136951,0.39018087855297157
23-2011,0.979328165374677,0.5813953488372093,0.1298449612403101,0.3165374677002584,0.770671834625323
23-2093,0.7532299741602068,0.25,0.15891472868217055,0.1124031007751938,0.4418604651162791
25-1011,0.582687338501292,0.6059431524547804,0.07881136950904392,0.7093023255813954,0.727390180878553
25-1021,0.7344961240310077,0.5400516795865633,0.165374677002584,0.8217054263565892,0.9677002583979328
25-1022,0.6666666666666666,0.4412144702842377,0.06201550387596899,0.7202842377260982,0.6472868217054264
25-1031,0.7848837209302325,0.7532299741602068,0.17571059431524547,0.9121447028423773,0.8624031007751938
25-1032,0.6589147286821705,0.3456072351421189,0.14857881136950904,0.9037467700258398,0.8333333333333334
25-1041,0.9108527131782945,0.7997416020671835,0.355297157622739,0.8165374677002584,0.6472868217054264
25-1042,0.875968992248062,0.458656330749354,0.19509043927648578,0.8746770025839793,0.6750645994832042
25-1043,0.9082687338501292,0.5910852713178295,0.2364341085271318,0.8410852713178295,0.8624031007751938
25-1051,0.7596899224806202,0.560077519379845,0.16925064599483206,0.7370801033591732,0.8294573643410853
25-1052,0.8133074935400517,0.4315245478036176,0.18604651162790697,0.7299741602067183,0.8527131782945736
25-1053,0.6976744186046512,0.5174418604651163,0.16795865633074936,0.7609819121447028,0.5290697674418605
25-1054,0.770671834625323,0.5678294573643411,0.31718346253229973,0.8217054263565892,0.8417312661498708
25-1061,0.9987080103359173,0.7803617571059431,0.2157622739018088,0.9211886304909561,0.689922480620155
25-1062,0.8501291989664083,0.6524547803617571,0.03359173126614987,0.8333333333333334,0.7512919896640827
25-1063,0.5691214470284238,0.3365633074935401,0.08204134366925064,0.7984496124031008,0.8036175710594315
25-1064,0.7932816537467701,0.6111111111111112,0.06847545219638243,0.8023255813953488,0.9186046511627907
25-1065,0.6395348837209303,0.4134366925064599,0.003875968992248062,0.7629198966408268,0.4082687338501292
25-1066,0.8947028423772609,0.872093023255814,0.060723514211886306,0.772609819121447,0.7906976744186046
25-1067,0.7487080103359173,0.4935400516795866,0.020671834625323,0.8217054263565892,0.6266149870801033
25-1071,0.772609819121447,0.7784237726098191,0.36046511627906974,0.7926356589147286,0.5807493540051679
25-1072,0.9450904392764858,0.9341085271317829,0.38695090439276486,0.7403100775193798,0.8888888888888888
25-1081,0.8229974160206718,0.5626614987080103,0.1020671834625323,0.7777777777777778,0.5839793281653747
25-1082,0.7990956072351422,0.5264857881136951,0.06718346253229975,0.7493540051679587,0.8804909560723514
25-1111,0.9334625322997416,0.5729974160206718,0.0710594315245478,0.7558139534883721,0.5678294573643411
25-1112,0.6763565891472868,0.4263565891472868,0.028423772609819122,0.7713178294573644,0.5852713178294574
25-1113,0.8856589147286822,0.7855297157622739,0.06330749354005168,0.8443152454780362,0.8456072351421189
25-1121,0.7622739018087855,0.8294573643410853,0.3475452196382429,0.9806201550387597,0.46963824289405687
25-1122,0.9198966408268734,0.6841085271317829,0.09689922480620156,0.8081395348837209,0.7441860465116279
25-1123,0.958656330749354,0.6046511627906976,0.05426356589147287,0.8869509043927648,0.5064599483204134
25-1124,0.5904392764857881,0.42248062015503873,0.030361757105943153,0.7351421188630491,0.7764857881136951
25-1125,0.9554263565891473,0.49870801033591733,0.007751937984496124,0.8023255813953488,0.3210594315245478
25-1126,0.7009043927648578,0.6085271317829457,0.04780361757105943,0.7448320413436692,0.6589147286821705
25-1192,0.6272609819121447,0.5755813953488372,0.12790697674418605,0.6472868217054264,0.6698966408268734
25-1193,0.8372093023255814,0.772609819121447,0.2041343669250646,0.727390180878553,0.5452196382428941
25-1194,0.686046511627907,0.7338501291989664,0.562015503875969,0.5613695090439277,0.47997416020671835
25-2011,0.2971576227390181,0.7060723514211886,0.36627906976744184,0.8927648578811369,0.11498708010335917
25-2012,0.4974160206718346,0.8094315245478036,0.32041343669250644,0.9347545219638242,0.3649870801033592
25-2021,0.6763565891472868,0.8546511627906976,0.2751937984496124,0.9431524547803618,0.770671834625323
25-2022,0.8333333333333334,0.8636950904392765,0.19121447028423771,0.8733850129198967,0.46124031007751937
25-2023,0.7848837209302325,0.7325581395348837,0.35012919896640826,0.834625322997416,0.7338501291989664
25-2031,0.7416020671834626,0.8281653746770026,0.2280361757105943,0.8785529715762274,0.6602067183462532
25-2032,0.8979328165374677,0.9018087855297158,0.5717054263565892,0.9528423772609819,0.7131782945736435
25-2051,0.8074935400516796,0.8204134366925064,0.35658914728682173,0.6414728682170543,0.603359173126615
25-2056,0.7028423772609819,0.8468992248062015,0.2616279069767442,0.8869509043927648,0.5943152454780362
25-2057,0.6227390180878553,0.7583979328165374,0.20025839793281655,0.6569767441860465,0.4528423772609819
25-2058,0.8856589147286822,0.8708010335917312,0.27906976744186046,0.8591731266149871,0.7667958656330749
25-2059,0.7441860465116279,0.8023255813953488,0.6007751937984496,0.8372093023255814,0.35594315245478036
25-3011,0.6117571059431525,0.4909560723514212,0.10077519379844961,0.8268733850129198,0.47416020671834624
25-3021,0.35658914728682173,0.5710594315245479,0.31136950904392763,0.7448320413436692,0.34108527131782945
25-3031,0.4405684754521964,0.40310077519379844,0.20801033591731266,0.30361757105943155,0.2868217054263566
25-3041,0.7241602067183462,0.7512919896640827,0.10335917312661498,0.7945736434108527,0.31912144702842377
25-4011,0.9651162790697675,0.6395348837209303,0.36175710594315247,0.6498708010335917,0.7338501291989664
25-4012,0.8856589147286822,0.7060723514211886,0.3785529715762274,0.9140826873385013,0.6782945736434108
25-4013,0.4935400516795866,0.3682170542635659,0.6369509043927648,0.7558139534883721,0.4186046511627907
25-4022,0.7112403100775194,0.7164082687338501,0.2971576227390181,0.6602067183462532,0.8921188630490956
25-4031,0.42506459948320413,0.5297157622739018,0.42506459948320413,0.16279069767441862,0.6065891472868217
25-9021,0.8036175710594315,0.8953488372093024,0.3242894056847545,0.8804909560723514,0.7609819121447028
25-9031,0.9412144702842378,0.7784237726098191,0.14470284237726097,0.8998708010335917,0.7855297157622739
25-9042,0.4657622739018088,0.8255813953488372,0.35142118863049093,0.8824289405684754,0.32558139534883723
25-9043,0.30103359173126615,0.58656330749354,0.29198966408268734,0.6059431524547804,0.3236434108527132
25-9044,0.5239018087855297,0.4095607235142119,0.14987080103359174,0.686046511627907,0.7906976744186046
27-1011,0.3863049095607235,0.5581395348837209,0.19767441860465115,1.0,0.7067183462532299
27-1012,0.2590439276485788,0.31912144702842377,0.686046511627907,0.9844961240310077,0.28165374677002586
27-1013,0.11627906976744186,0.24612403100775193,0.5142118863049095,0.9987080103359173,0.42248062015503873
27-1014,0.3488372093023256,0.31007751937984496,0.26744186046511625,0.9612403100775194,0.9315245478036176
27-1021,0.35400516795865633,0.2629198966408269,0.29328165374677,0.9638242894056848,0.9573643410852714
27-1022,0.4140826873385013,0.5439276485788114,0.3449612403100775,0.9948320413436692,0.5348837209302325
27-1023,0.35271317829457366,0.36627906976744184,0.49612403100775193,0.872093023255814,0.2713178294573643
27-1024,0.4069767441860465,0.5729974160206718,0.24483204134366926,0.9922480620155039,0.9444444444444444
27-1025,0.6976744186046512,0.7984496124031008,0.1343669250645995,0.9967700258397932,0.8662790697674418
